filepath,class,label
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5256.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3070.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-2519.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4490.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2998.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1375.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1554.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8466.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2224.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7088.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-284.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1249.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-2172.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3954.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-909.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3412.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-220.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7174.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6032.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1763.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1609.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7799.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4977.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9176.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-639.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3529.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1638.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1449.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2730.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4051.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1305.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-660.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5622.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3587.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5285.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5832.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3002.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-793.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5764.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3535.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1701.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-580.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2143.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-403.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5843.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8737.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4545.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2991.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3321.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3263.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4769.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-583.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1442.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1075.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5384.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1701.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5953.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7096.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3526.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3985.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3484.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-456.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7585.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1600.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7772.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-818.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2773.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3593.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2480.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-563.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4702.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3854.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4173.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2203.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-547.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5080.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6183.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2776.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7372.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1928.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4332.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4563.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3453.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8833.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2248.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4383.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4167.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5721.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2401.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4225.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2616.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-411.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4363.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4826.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-65.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1296.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5396.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4792.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-134.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1158.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5182.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2985.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7542.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4562.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3939.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-99.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6661.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1311.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3554.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5630.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2911.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8529.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3266.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6092.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2897.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-115.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5077.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-6006.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1240.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3726.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5390.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3268.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-951.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-231.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8302.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-201.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3498.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7267.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-44.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2510.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4451.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3143.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-3400.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9436.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-2619.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1353.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7583.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-862.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-4437.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4676.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5290.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-1544.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-424.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3120.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-5464.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1273.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-6292.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-2652.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9391.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-7544.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-3364.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1245.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2336.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-4670.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2345.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-1715.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-989.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2116.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5310.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-179.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-527.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-5637.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-3607.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-2202.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-97.png,Viral Pneumonia,3
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/COVID/images/COVID-1171.png,COVID,0
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-146.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-9002.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Lung_Opacity/images/Lung_Opacity-2736.png,Lung_Opacity,1
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Normal/images/Normal-8152.png,Normal,2
/Users/theodaguier/Developer/school/covid_19_radiographie/data/COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-247.png,Viral Pneumonia,3
