mean_intensity,std_intensity,contrast,entropy,gradient,label,image_path
135.101,32.753616,0.242438,7.034960649654495,26.082447889672736,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-394.png
157.7328,44.983227,0.28518626,7.397780663188463,30.25950239930269,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1217.png
138.72453,56.12206,0.40455756,6.763906771915888,20.476245162668125,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1571.png
82.441795,43.694836,0.5300083,7.199474830417604,32.88116445947045,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3366.png
137.61005,55.185585,0.40102875,7.404564300454739,31.807906377161707,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2078.png
99.16232,47.668343,0.48071024,7.427013894082232,28.07595169658669,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1559.png
152.36047,33.699444,0.22118233,6.936587689812425,19.873566906403937,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2050.png
144.1766,70.33516,0.4878403,7.642016695137241,35.18104699690707,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2736.png
140.27675,80.69831,0.5752793,7.5939198968193296,36.68934840207841,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3428.png
116.68222,68.461494,0.5867346,7.247375603774924,29.52862097126982,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2722.png
130.86551,76.223595,0.5824575,7.047640508858673,50.60768271984451,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2044.png
135.98196,55.551403,0.40852037,7.571992285301654,36.36143548794598,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-425.png
153.65831,61.273285,0.39876324,7.379179428410062,30.989803364239012,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2911.png
174.10779,74.16949,0.42599753,7.03498921211454,25.65689342158351,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-343.png
93.84719,48.454178,0.5163093,7.111510610734429,20.91455107785377,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-357.png
156.5574,87.4835,0.55879503,7.355589652601636,36.06199654003381,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2905.png
136.082,51.883926,0.38126957,7.50282005578234,30.23812370372459,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-431.png
127.994225,56.832153,0.44402122,7.330102359329154,31.63942070974935,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2093.png
152.76541,45.930626,0.30066115,7.08506151990725,27.007842012780586,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-419.png
124.102974,68.06467,0.54845315,7.335487674609011,29.131959228561676,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2939.png
134.65681,53.874943,0.40009072,7.6168830351855465,31.6764963804908,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2087.png
91.144325,49.66336,0.544887,7.36858939905677,29.221857830010926,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3399.png
102.86919,46.80567,0.45500186,7.432145985409071,27.724396426941972,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3616.png
174.84454,62.164,0.3555387,7.551908428177261,34.51079307453663,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2508.png
129.89078,66.17956,0.5095016,6.991787539616934,31.369730350648993,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1001.png
174.22972,60.105915,0.34498084,7.607005913470106,29.316086261783305,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-182.png
169.4107,76.78444,0.45324433,7.336710490496539,30.627030397426026,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1767.png
170.24985,36.487545,0.21431763,7.082158450187336,23.607184620687114,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3170.png
92.99518,42.301723,0.45488083,7.2692069634202126,32.09810300792045,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3164.png
178.11751,70.742645,0.3971684,7.37241005233531,35.55181585294511,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1773.png
151.57341,33.781197,0.2228702,6.949978061612509,19.42869561325556,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-828.png
108.467575,71.18275,0.6562583,6.540560179766361,22.359370114846612,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1015.png
151.52448,54.83198,0.3618688,7.510736899960942,23.70615846200042,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-196.png
133.75598,57.062576,0.426617,7.432717156836629,31.449839472685632,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3602.png
141.6932,53.400425,0.37687358,7.519858536387409,33.2688161112538,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2534.png
122.431015,52.90259,0.43210122,7.314925181480314,25.824020631216776,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2252.png
133.84998,33.32386,0.24896426,6.836777804558142,16.708889796395678,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1983.png
148.77072,53.852535,0.36198342,7.330732016902495,26.379050145543395,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-800.png
157.27943,58.03904,0.3690186,7.4233436587991,20.571357727509326,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1997.png
141.51265,55.96545,0.3954802,7.245601220177049,24.725351819691262,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-814.png
175.16724,45.165085,0.2578398,7.214065414986797,18.48778475804257,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2246.png
63.57551,36.652092,0.57651275,6.98337598111835,29.0396132454844,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3158.png
153.19742,48.511627,0.31666088,7.430669473241896,27.56662651562343,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2520.png
146.28299,36.882565,0.2521316,6.4730426669313825,21.652381600190733,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1029.png
159.00044,56.45206,0.3550434,7.239480324376191,39.86029212187991,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-141.png
165.68634,51.176582,0.3088763,7.075816939160085,26.068553699167513,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-627.png
131.03497,54.370716,0.41493285,7.43041116206936,24.13616545990852,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-633.png
127.53788,50.918537,0.39924246,7.473713819501595,28.262951941209447,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1968.png
166.12498,46.47779,0.27977604,7.272156655948353,33.00352610701883,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-155.png
130.99956,56.484146,0.43117815,7.288517129249114,43.38957914228972,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1798.png
160.70186,71.55814,0.4452851,7.660456884435982,27.90214821774404,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1940.png
151.61623,38.342533,0.25289202,7.013592756395763,20.894623901730988,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2291.png
140.72903,62.522907,0.44427866,7.523163238063877,27.555195361046543,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2285.png
138.44725,53.96364,0.3897776,7.36017932198158,28.565470615793338,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1954.png
101.43573,44.791843,0.44157857,7.340402575167698,35.16006099639435,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-169.png
88.41438,61.313995,0.6934844,7.091810271451376,23.697967894186764,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1955.png
111.45932,60.09105,0.53912985,7.712998000070718,22.2979813657964,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2284.png
128.15533,45.23399,0.3529622,7.471198980741109,44.137191213639674,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-168.png
153.61041,36.084694,0.23491047,7.0074751891079,20.52640602401941,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2290.png
169.62973,63.32084,0.37328857,7.533379255433008,24.387627225185103,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1941.png
93.80836,55.367313,0.5902173,6.896783888338719,26.202162318753597,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1799.png
162.27025,55.13722,0.33978638,7.411136294613075,38.14160677219335,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1969.png
151.51483,38.68343,0.25531116,7.010043571665108,18.23523319773797,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-632.png
166.23286,66.944725,0.40271655,7.662127268732434,26.197032489594402,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-154.png
146.3974,51.779476,0.35369122,7.21671234783726,19.197977768356886,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-140.png
97.1591,64.53971,0.6642683,7.375070714668241,28.359198227202178,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-626.png
140.66423,63.685726,0.45274997,7.738257212860041,39.31822486231826,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3159.png
148.91064,53.134644,0.35682234,7.082442716619786,24.07491130537538,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2247.png
151.15367,36.215412,0.23959334,6.925738684525144,18.188044444019404,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-815.png
171.3337,51.104946,0.29827726,7.2197328373613665,19.637617826636166,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1996.png
160.08902,60.9125,0.3804914,7.016222145484124,26.12675326731179,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1028.png
93.76902,43.87907,0.46794847,7.345692978477402,32.40648168470438,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2521.png
132.4731,62.235317,0.46979588,7.438177114787445,30.143885813960416,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2535.png
168.61855,43.871773,0.26018354,7.358975531623297,22.96340474552321,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-801.png
119.552155,40.011856,0.33468118,7.188760871109155,28.723458209586557,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1982.png
137.59192,40.553593,0.29473817,7.035273113558993,19.375901159632072,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2253.png
151.4247,50.344788,0.33247408,7.541884219534896,32.60225667729144,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-829.png
154.81447,30.133757,0.19464432,6.8174345089250865,36.58609181655689,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1772.png
90.396965,50.644962,0.5602507,7.312205422857136,29.2626489404241,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3165.png
117.102776,23.080252,0.19709398,6.348047049184445,17.518361851158655,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3603.png
138.93085,61.938957,0.44582582,7.462300212059973,46.556256322629615,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-197.png
127.94956,35.88702,0.28047785,7.117997408882342,30.440137773632664,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1014.png
161.56792,41.69793,0.258083,7.116796543841669,29.38716847512629,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-183.png
162.77106,76.24913,0.46844402,7.447143659888702,31.25932218925452,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1000.png
84.09011,42.617374,0.506806,7.217135510556976,32.84830983315097,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2509.png
59.89158,42.439545,0.7086062,6.859140326999175,29.96406612910959,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3171.png
159.53815,25.59044,0.16040327,6.6422754241548345,33.796440375599865,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1766.png
142.1679,47.82233,0.33637926,7.450257257226989,30.729410989793532,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2938.png
135.02545,59.022713,0.43712288,7.577921828192618,31.445254944280688,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3398.png
124.913734,63.665398,0.5096749,7.301007150805334,35.25628527911356,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2086.png
153.1354,75.03657,0.49000144,7.439743407185523,33.801930076751844,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-418.png
125.8553,51.513054,0.4093038,7.507718639592887,29.450718383767963,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2092.png
150.5363,73.193184,0.48621616,7.189146370113194,34.89165320610544,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2904.png
147.83376,77.74977,0.52592707,7.271616738004991,31.29943189584689,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-356.png
124.8419,59.90809,0.47987163,7.281067323059578,35.65181580692878,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-430.png
154.22696,71.9598,0.4665838,7.485974751946174,30.47409861307387,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-424.png
159.12079,51.7034,0.32493177,7.3459842199361,40.8920056649191,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-342.png
144.00409,59.15764,0.41080526,7.606329708294577,29.553158982122042,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2910.png
162.55934,58.760944,0.3614738,7.633788255862627,40.45821003908788,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2723.png
138.60341,68.61734,0.49506244,7.827779979475909,32.71701604450765,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2045.png
152.33688,57.248817,0.37580404,7.549795493455935,26.972361998948383,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2051.png
152.84242,46.843075,0.30647954,7.32050932981013,18.91028085640237,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1558.png
140.27675,80.69831,0.5752793,7.5939198968193296,36.68934840207841,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3429.png
145.83568,82.461365,0.56544024,6.739470547712471,49.46241700046783,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2737.png
143.13318,41.268982,0.28832576,7.025756937372008,22.832083417760654,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1216.png
121.17981,41.829926,0.34518892,7.21349078351937,38.578972860249024,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-395.png
113.461624,44.72466,0.39418313,7.362503351815271,30.482734778530528,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3401.png
159.18321,43.705616,0.2745617,7.288148032164923,21.038608124764092,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2079.png
126.8434,64.715096,0.5101968,7.4298198860364115,30.41487104651884,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3367.png
175.32393,67.93732,0.38749596,7.567089135712598,25.707754769259644,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1570.png
142.82776,68.00333,0.47612122,7.710270284627814,23.131581766116366,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1564.png
139.01903,58.646645,0.42186055,7.536012897733644,29.484763789013655,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3373.png
140.29686,72.75145,0.5185537,7.772624448614025,34.11612485225957,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3415.png
131.01997,56.868145,0.4340418,7.3864155604550605,35.30280856323623,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1202.png
111.786446,44.888542,0.40155622,7.388294032380754,32.24315663542202,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-381.png
112.81044,28.387415,0.2516382,6.518271181654225,17.94405861347023,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2694.png
90.29444,43.761982,0.48465866,6.902182390040824,26.011279323551012,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-37.png
121.455345,52.355392,0.43106702,7.470554030152923,33.826185975490056,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-578.png
120.34528,37.905067,0.31496927,7.169001693689005,29.840362684399096,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-23.png
126.00906,40.981647,0.32522777,7.241236813569085,28.67152289463158,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2858.png
153.09126,44.13095,0.28826565,7.18893669388047,18.204820772448937,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2680.png
164.45845,59.516945,0.36189654,7.10783973526318,26.49097207654936,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1389.png
141.60735,49.076794,0.34656954,7.446431483267009,29.96831541506675,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2870.png
139.68622,56.00462,0.4009316,7.240793692180951,20.403633722781844,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-222.png
152.75182,72.93577,0.4774789,7.568297488703825,27.9522982584331,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-544.png
153.50816,85.51865,0.5570951,7.404691176940366,42.33854916983112,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-550.png
169.75456,68.981316,0.40635914,7.5097254993506946,25.92909160387227,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-236.png
174.37433,44.974766,0.2579208,7.379359788866477,27.02648107126519,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2864.png
165.78462,48.05249,0.2898489,7.444674162370675,21.875540663996293,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2657.png
115.45454,50.47125,0.4371526,7.4068183718391465,30.602250071894293,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3549.png
130.97295,30.408356,0.2321728,6.783521839991052,36.72337819980089,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1438.png
118.0084,63.656605,0.53942436,7.156102366755496,33.1743746660709,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2131.png
109.35693,42.71131,0.39056793,7.116256834105028,25.15109515692887,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2125.png
170.30586,49.556923,0.29098776,7.366721080829327,19.531882354913048,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-2643.png
158.35513,30.754206,0.19421035,6.9070195390043105,15.977370181253761,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-1362.png
101.887115,55.999573,0.54962367,7.425582818099896,24.647891929906077,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3575.png
117.18972,39.532814,0.3373403,7.0904958326585845,28.065674281160653,COVID,../data/COVID-19_Radiography_Dataset/COVID/images/COVID-3213.png
